filename,p1,p2,p3,p4,p5,p6
2032c.png,0.07232564687728882,-0.03955743834376335,-0.15762074291706085,0.11810115724802017,0.013119606301188469,0.13175907731056213
a18.png,0.04824470356106758,-0.01873946562409401,-0.09163762629032135,0.06259970366954803,-0.010931868106126785,0.0822959840297699
a18sm.png,0.032005373388528824,-0.01419107522815466,-0.03902486711740494,0.02217540331184864,-0.04525190591812134,0.0388205349445343
a63a108c.png,-0.011223153211176395,0.04372970387339592,0.04427018761634827,-0.021393176168203354,-0.080826535820961,-0.034185416996479034
ag03.png,0.015834959223866463,0.027442030608654022,0.0010428607929497957,0.02592436783015728,-0.09687051922082901,-0.0035458290949463844
ag04.png,0.016528835520148277,0.01793700084090233,0.0075224293395876884,0.022742725908756256,-0.10423238575458527,-0.012136183679103851
ag08.png,0.020228998735547066,0.014130308292806149,0.0022841973695904016,0.030151844024658203,-0.10980859398841858,-0.008708696812391281
ag09.png,0.02436365932226181,0.011889955960214138,-0.00736874807626009,0.04524093121290207,-0.12047001719474792,0.0006173755973577499
ag10.png,0.0205793846398592,0.01939581334590912,-0.0036781008820980787,0.043908197432756424,-0.12357833981513977,-0.002009110525250435
ag11.png,0.025207363069057465,0.02851024642586708,-0.010344279929995537,0.04135877266526222,-0.10277093946933746,0.00898026768118143
ag12.png,0.02432272955775261,-0.0032987864688038826,6.30293507128954e-05,0.03349580243229866,-0.1067248210310936,-0.0053021907806396484
ag13.png,0.027795348316431046,-0.00679060909897089,-0.005130359902977943,0.036989085376262665,-0.11025747656822205,-0.0031599774956703186
ag14.png,0.030891232192516327,-0.009133224375545979,-0.013372787274420261,0.0453215055167675,-0.11488968133926392,0.0025663189589977264
ag16.png,0.024103187024593353,-0.00783784780651331,7.274863310158253e-05,0.025281377136707306,-0.09813849627971649,-0.006232986226677895
ag17.png,0.02587880566716194,-0.006256920285522938,-0.002175220986828208,0.030564218759536743,-0.10160472989082336,-0.004061918705701828
ag18.png,0.029954612255096436,-0.008456245996057987,-0.009615013375878334,0.03845919296145439,-0.10950201749801636,-0.0006060609593987465
ag19.png,0.030803818255662918,-0.0068448493257164955,-0.015430170111358166,0.04785051569342613,-0.11182378232479095,0.007705706171691418
ag23.png,0.013194123283028603,-0.0018437551334500313,-0.0008821242954581976,-0.010022737085819244,-0.045480892062187195,0.007807780988514423
ag24.png,0.014478437602519989,-0.0002765478566288948,-0.0010457520838826895,-0.0023957067169249058,-0.05501703917980194,0.005924358498305082
ag25.png,0.022356953471899033,-0.0032089808955788612,-0.007721482776105404,0.01335362158715725,-0.06975723803043365,0.0058295815251767635
ag26.png,0.028571192175149918,-0.008012489415705204,-0.01191916223615408,0.024860747158527374,-0.08526533842086792,0.006317362654954195
ag27.png,0.035771504044532776,-0.015301545150578022,-0.021223662421107292,0.042158059775829315,-0.09675386548042297,0.016021909192204475
ag35.png,0.053309906274080276,0.042082056403160095,-0.05623505264520645,0.042842116206884384,-0.01457178220152855,0.06414550542831421
ag36.png,0.04856717213988304,0.03688526526093483,-0.04711955785751343,0.04398684203624725,-0.030243845656514168,0.055218763649463654
ag37.png,0.045750692486763,0.03278505429625511,-0.04386523365974426,0.04409133270382881,-0.03816097974777222,0.051484279334545135
ag38.png,0.043769415467977524,0.03404257446527481,-0.04107597842812538,0.046925339847803116,-0.04449668526649475,0.048556797206401825
ag44ct02r.png,0.013215223327279091,0.01909002661705017,0.00641860906034708,0.01295984722673893,-0.08425872027873993,-0.00714101642370224
ag455ct02r.png,0.018070586025714874,0.016709543764591217,0.0034860142040997744,0.02598247490823269,-0.10345708578824997,-0.009783919900655746
ag45c03.png,0.030386988073587418,-0.015054457820951939,-0.020039178431034088,0.02673489600419998,-0.07695314288139343,0.01594115048646927
ag45ct02r.png,0.015391295775771141,0.01696968823671341,0.006169199012219906,0.02013956755399704,-0.09650585055351257,-0.00991799496114254
ag46c03.png,0.029272865504026413,-0.014546615071594715,-0.01789287105202675,0.035282768309116364,-0.09357345104217529,0.009561516344547272
ag46ct02r.png,0.015788402408361435,0.020153667777776718,0.005848228000104427,0.02695230208337307,-0.10754725337028503,-0.011743929237127304
ag47c03.png,0.029956001788377762,-0.01425719354301691,-0.016652587801218033,0.04446437582373619,-0.10933198034763336,0.004848887678235769
ag47ct02r.png,0.014477377757430077,0.023312494158744812,0.006786675192415714,0.03570457547903061,-0.12300200760364532,-0.012793751433491707
ag52.png,0.0033769910223782063,0.023184940218925476,0.015545367263257504,-0.007786318194121122,-0.062255583703517914,-0.008637258782982826
ag53.png,0.005169274751096964,0.02235937863588333,0.01607273705303669,-0.0045330035500228405,-0.06688478589057922,-0.009918030351400375
ag54.png,0.013515053316950798,0.01897413283586502,0.005080844275653362,0.010200953111052513,-0.08128991723060608,-0.005857136100530624
ag55.png,0.01932157576084137,0.01284629013389349,0.0002831222955137491,0.02302408777177334,-0.09589967131614685,-0.006662162020802498
ah21-7.png,-0.00129383010789752,0.02043471857905388,-0.0006617528852075338,-0.019740989431738853,-0.02647431008517742,0.01257817167788744
ah21-9.png,0.003999010194092989,0.02397395670413971,0.006201121956110001,0.0026314002461731434,-0.07511094212532043,-0.007757311686873436
ah63k127.png,0.007323430385440588,0.02541610598564148,-0.02889680489897728,-0.05562464892864227,0.06608613580465317,0.058951202780008316
ah6407.png,0.0516371987760067,-0.032864127308130264,-0.10824121534824371,0.0787004753947258,-0.014148985967040062,0.09249794483184814
ah7476.png,0.06199609860777855,-0.05690722540020943,-0.15390533208847046,0.1178547814488411,1.494772732257843e-05,0.1192902997136116
ah79100a.png,0.02404780313372612,-0.02570442110300064,-0.023593824356794357,-0.01522180438041687,-0.013852454721927643,0.04170377179980278
ah79100b.png,0.05131468549370766,-0.05154857411980629,-0.1305019110441208,0.04863104596734047,0.07835835963487625,0.13812385499477386
ah79100c.png,0.04229576885700226,-0.03471118584275246,-0.13737866282463074,0.0492708720266819,0.10528817772865295,0.14078183472156525
ah79k132.png,0.00022838497534394264,0.05997427925467491,-0.016954828053712845,-0.058527734130620956,0.07657381892204285,0.05378212407231331
ah79k135.png,-0.00946115329861641,0.059341590851545334,-0.0006364479195326567,-0.06900063902139664,0.0718187540769577,0.0427832156419754
ah79k143.png,-0.01967906393110752,0.08817429840564728,0.010884585790336132,-0.0784422978758812,0.08774493634700775,0.041284069418907166
ah80129.png,0.011019039899110794,0.05924808233976364,-0.031798988580703735,-0.04232184588909149,0.06946618854999542,0.06074359640479088
ah80136.png,0.015033118426799774,0.07050546258687973,0.0037324607837945223,-0.0464874766767025,0.036347173154354095,0.03568935766816139
ah80140.png,0.04548202082514763,0.03928648680448532,-0.016318654641509056,-0.03571288287639618,0.057185061275959015,0.06818637251853943
ah81131.png,-0.008419975638389587,0.08331496268510818,0.0116574103012681,-0.05443921312689781,0.036595866084098816,0.023823389783501625
ah81k144.png,0.010905800387263298,0.050720296800136566,-0.02691233903169632,-0.07170610129833221,0.11867265403270721,0.08163031935691833
ah81k144wfKlappe.png,0.038647498935461044,0.05459842085838318,0.21697862446308136,-0.15010912716388702,0.11856342107057571,0.02922341227531433
ah82150a.png,-0.012454081326723099,0.04235340654850006,-0.0015417642425745726,-0.10097649693489075,0.12440849095582962,0.06897497177124023
ah82150f.png,-0.01460072211921215,0.0832478478550911,-0.01509097684174776,-0.08712200820446014,0.14479269087314606,0.07720401883125305
ah83150q.png,0.018520116806030273,0.06755556911230087,-0.016627546399831772,-0.0679917261004448,0.11908146739006042,0.08146370202302933
ah83159.png,-0.0035334364511072636,0.0643138587474823,-0.0045561762526631355,-0.0986643061041832,0.15289226174354553,0.08354874700307846
ah85l120.png,-0.055775199085474014,0.0863000899553299,0.12120836228132248,-0.1061624065041542,-0.013502212241292,-0.05559568107128143
ah88k130.png,0.002771866973489523,0.033520739525556564,-0.037729550153017044,-0.05822209641337395,0.08650156855583191,0.06820952892303467
ah88k136.png,-0.01585272140800953,0.10490045696496964,0.0029965669382363558,-0.058703627437353134,0.06821082532405853,0.035864777863025665
ah93156.png,-0.006469320971518755,0.09545638412237167,0.004206276498734951,-0.09131314605474472,0.14960473775863647,0.07559950649738312
ah93157.png,-0.007039230782538652,0.09595382213592529,0.005803248845040798,-0.0913965180516243,0.1502874344587326,0.07517051696777344
ah93k130.png,-0.00464211730286479,0.09269585460424423,-0.009944909252226353,-0.0505405031144619,0.06672178208827972,0.04408334195613861
ah93k131.png,-0.002573576755821705,0.09275250881910324,-0.008985527791082859,-0.04938213527202606,0.06290394812822342,0.0430680587887764
ah93k132.png,-0.005164445843547583,0.10079964995384216,-0.010846384800970554,-0.048811815679073334,0.06904423236846924,0.045659154653549194
ah93w145.png,0.01736086793243885,0.03418777883052826,-0.013945517130196095,-0.06916848570108414,0.09559415280818939,0.07237406075000763
ah93w174.png,0.02720906212925911,0.026417996734380722,0.015423706732690334,-0.09979227930307388,0.1605931967496872,0.0956156998872757
ah93w215.png,0.005323834251612425,0.09380143880844116,0.1200961098074913,-0.15632295608520508,0.24868452548980713,0.09070875495672226
ah93w257.png,-0.017899420112371445,0.04241028428077698,0.30454015731811523,-0.30305978655815125,0.2428053468465805,0.016996189951896667
ah93w300.png,-0.028748851269483566,0.18308484554290771,0.45421022176742554,-0.33311131596565247,0.3937031328678131,0.02963016927242279
ah93w480b.png,-0.13457781076431274,0.7525145411491394,0.8746407628059387,-0.09079744666814804,0.9919077157974243,-0.024573400616645813
ah94145.png,0.05405968800187111,0.023371852934360504,-0.0623745359480381,-0.036827705800533295,0.12818491458892822,0.11332874000072479
ah94156.png,-0.005565024446696043,0.07703987509012222,-0.00212770770303905,-0.09389479458332062,0.149522066116333,0.07947713881731033
ah94w301.png,-0.05309992656111717,0.13092449307441711,0.47093063592910767,-0.37892988324165344,0.3049522936344147,-0.025437846779823303
ah95160.png,0.054920803755521774,0.038694173097610474,-0.0444665253162384,-0.048794280737638474,0.16079452633857727,0.12288699299097061
ames01.png,-0.013511575758457184,0.08358844369649887,0.04891843721270561,-0.0368792749941349,-0.020911896601319313,-0.011036895215511322
